10.53	0.1905	316	665.2227831
10.57	0.1917	317	662.0849398
10.6	0.193	318	662.0849398
10.63	0.1942	319	662.0849398
10.67	0.1957	320	662.0849398
10.7	0.1969	321	662.0849398
10.73	0.1981	322	662.0849398
10.77	0.1995	323	662.0849398
10.8	0.2008	324	658.9470965
10.83	0.2021	325	658.9470965
10.87	0.2032	326	658.9470965
10.9	0.2047	327	658.9470965
10.93	0.206	328	655.8092532
10.97	0.2074	329	655.8092532
11	0.2086	330	655.8092532
11.03	0.2101	331	655.8092532
11.07	0.2114	332	652.6714099
11.1	0.2125	333	652.6714099
11.13	0.214	334	652.6714099
11.17	0.2153	335	649.5335665
11.2	0.2166	336	649.5335665
11.23	0.2178	337	649.5335665
11.27	0.2193	338	646.3957232
11.3	0.2207	339	646.3957232
11.33	0.2219	340	643.2578799
11.37	0.2232	341	643.2578799
11.4	0.2246	342	643.2578799
11.43	0.2259	343	640.1200366
11.47	0.2272	344	640.1200366
11.5	0.2286	345	636.9821933
11.53	0.2301	346	636.9821933
11.57	0.2313	347	633.84435
11.6	0.2326	348	633.84435
11.63	0.2341	349	630.7065066
11.67	0.2354	350	630.7065066
11.7	0.2366	351	627.5686633
11.73	0.238	352	627.5686633
11.77	0.2395	353	624.43082
11.8	0.2408	354	621.2929767
11.83	0.2421	355	621.2929767
11.87	0.2435	356	618.1551334
11.9	0.245	357	615.0172901
11.93	0.2463	358	615.0172901
11.97	0.2475	359	611.8794467
12	0.249	360	608.7416034
12.03	0.2506	361	605.6037601
12.07	0.2518	362	605.6037601
12.1	0.2532	363	602.4659168
12.13	0.2546	364	599.3280735
12.17	0.256	365	596.1902302
12.2	0.2573	366	593.0523868
12.23	0.2588	367	593.0523868
12.27	0.2603	368	589.9145435
12.3	0.2616	369	586.7767002
12.33	0.2628	370	583.6388569
12.37	0.2644	371	577.3631703
